timestamp,x,y,z
1739402982029,0.0,0.0,0.0
1739402982061,0.0,0.0,0.0
1739402982096,0.0,0.0,0.0
1739402982127,0.0,0.0,0.0
1739402982161,0.0,0.0,0.0
1739402982194,0.0,0.0,0.0
1739402982227,0.0,0.0,0.0
1739402982279,0.0,0.0,0.0
1739402982294,0.0,0.0,0.0
1739402982336,0.0,0.0,0.0
1739402982361,0.0,0.0,0.0
1739402982394,0.0,0.0,0.0
1739402982427,0.0,0.0,0.0
1739402982468,0.0,0.0,0.0
1739402982494,0.0,0.0,0.0
1739402982528,0.0,0.0,0.0
1739402982571,0.0,0.0,0.0
1739402982596,0.0,0.0,0.0
1739402982629,0.0,0.0,0.0
1739402982661,0.0,0.0,0.0
1739402982695,0.0,0.0,0.0
1739402982727,0.0,0.0,0.0
1739402982761,0.0,0.0,0.0
1739402982794,0.0,0.0,0.0
1739402982827,0.0,0.0,0.0
1739402982861,0.0,0.0,0.0
1739402982894,0.0,0.0,0.0
1739402982927,0.0,0.0,0.0
1739402982961,0.0,0.0,0.0
1739402982995,0.0,0.0,0.0
1739402983028,0.0,0.0,0.0
1739402983061,0.0,0.0,0.0
1739402983094,0.0,0.0,0.0
1739402983127,0.0,0.0,0.0
1739402983161,0.0,0.0,0.0
1739402983224,0.0,0.0,0.0
1739402983232,0.0,0.0,0.0
1739402983261,0.0,0.0,0.0
1739402983294,0.0,0.0,0.0
1739402983327,0.0,0.0,0.0
1739402983361,0.0,0.0,0.0
1739402983394,0.0,0.0,0.0
1739402983430,0.0,0.0,0.0
1739402983462,0.0,0.0,0.0
1739402983495,0.0,0.0,0.0
1739402983527,0.0,0.0,0.0
1739402983561,0.0,0.0,0.0
1739402983594,0.0,0.0,0.0
1739402983627,0.0,0.0,0.0
1739402983661,0.0,0.0,0.0
1739402983694,0.0,0.0,0.0
1739402983730,0.0,0.0,0.0
1739402983761,0.0,0.0,0.0
1739402983794,0.0,0.0,0.0
1739402983854,0.0,0.0,0.0
1739402983861,0.0,0.0,0.0
1739402983894,0.0,0.0,0.0
1739402983927,0.0,0.0,0.0
1739402983962,0.0,0.0,0.0
1739402984002,0.0,0.0,0.0
1739402984027,0.0,0.0,0.0
1739402984061,0.0,0.0,0.0
1739402984094,0.0,0.0,0.0
1739402984127,0.0,0.0,0.0
1739402984161,0.0,0.0,0.0
1739402984196,0.0,0.0,0.0
1739402984227,0.0,0.0,0.0
1739402984276,0.0,0.0,0.0
1739402984298,0.0,0.0,0.0
1739402984332,0.0,0.0,0.0
1739402984361,0.0,0.0,0.0
1739402984395,0.0,0.0,0.0
1739402984427,0.0,0.0,0.0
1739402984461,0.0,0.0,0.0
1739402984494,0.0,0.0,0.0
1739402984527,0.0,0.0,0.0
1739402984563,0.0,0.0,0.0
1739402984594,0.0,0.0,0.0
1739402984627,0.0,0.0,0.0
1739402984661,0.0,0.0,0.0
1739402984694,0.0,0.0,0.0
1739402984728,0.0,0.0,0.0
1739402984761,0.0,0.0,0.0
1739402984794,0.0,0.0,0.0
1739402984827,0.0,0.0,0.0
1739402984861,0.0,0.0,0.0
1739402984895,0.0,0.0,0.0
1739402984927,0.0,0.0,0.0
1739402984961,0.0,0.0,0.0
1739402984994,0.0,0.0,0.0
1739402985027,0.0,0.0,0.0
1739402985074,0.0,0.0,0.0
1739402985094,0.0,0.0,0.0
1739402985128,0.0,0.0,0.0
1739402985166,0.0,0.0,0.0
1739402985194,0.0,0.0,0.0
1739402985229,0.0,0.0,0.0
1739402985261,0.0,0.0,0.0
1739402985295,0.0,0.0,0.0
1739402985327,0.0,0.0,0.0
1739402985361,0.0,0.0,0.0
1739402985394,0.0,0.0,0.0
1739402985431,0.0,0.0,0.0
1739402985461,0.0,0.0,0.0
1739402985499,0.0,0.0,0.0
1739402985528,0.0,0.0,0.0
1739402985579,0.0,0.0,0.0
1739402985594,0.0,0.0,0.0
1739402985629,0.0,0.0,0.0
1739402985661,0.0,0.0,0.0
1739402985695,0.0,0.0,0.0
1739402985727,0.0,0.0,0.0
1739402985762,0.0,0.0,0.0
1739402985796,0.0,0.0,0.0
1739402985828,0.0,0.0,0.0
1739402985861,0.0,0.0,0.0
1739402985894,0.0,0.0,0.0
1739402985928,0.0,0.0,0.0
1739402985961,0.0,0.0,0.0
1739402985994,0.0,0.0,0.0
1739402986028,0.0,0.0,0.0
1739402986061,0.0,0.0,0.0
1739402986097,0.0,0.0,0.0
1739402986127,0.0,0.0,0.0
1739402986164,0.0,0.0,0.0
1739402986201,0.0,0.0,0.0
1739402986232,0.0,0.0,0.0
1739402986261,0.0,0.0,0.0
1739402986297,0.0,0.0,0.0
1739402986327,0.0,0.0,0.0
1739402986364,0.0,0.0,0.0
1739402986394,0.0,0.0,0.0
1739402986429,0.0,0.0,0.0
1739402986461,0.0,0.0,0.0
1739402986494,0.0,0.0,0.0
1739402986527,0.0,0.0,0.0
1739402986570,0.0,0.0,0.0
1739402986596,0.0,0.0,0.0
1739402986628,0.0,0.0,0.0
1739402986661,0.0,0.0,0.0
1739402986694,0.0,0.0,0.0
1739402986742,0.0,0.0,0.0
1739402986762,0.0,0.0,0.0
1739402986795,0.0,0.0,0.0
1739402986828,0.0,0.0,0.0
1739402986861,0.0,0.0,0.0
1739402986894,0.0,0.0,0.0
1739402986928,0.0,0.0,0.0
1739402986961,0.0,0.0,0.0
1739402986994,0.0,0.0,0.0
1739402987027,0.0,0.0,0.0
1739402987061,0.0,0.0,0.0
1739402987095,0.0,0.0,0.0
1739402987129,0.0,0.0,0.0
1739402987161,0.0,0.0,0.0
1739402987194,0.0,0.0,0.0
1739402987227,0.0,0.0,0.0
1739402987261,0.0,0.0,0.0
1739402987295,0.0,0.0,0.0
1739402987327,0.0,0.0,0.0
1739402987361,0.0,0.0,0.0
1739402987394,0.0,0.0,0.0
1739402987428,0.0,0.0,0.0
1739402987460,0.0,0.0,0.0
1739402987494,0.0,0.0,0.0
1739402987527,0.0,0.0,0.0
1739402987561,0.0,0.0,0.0
1739402987599,0.0,0.0,0.0
1739402987627,0.0,0.0,0.0
1739402987665,0.0,0.0,0.0
1739402987695,0.0,0.0,0.0
1739402987727,0.0,0.0,0.0
1739402987761,0.0,0.0,0.0
1739402987794,0.0,0.0,0.0
1739402987846,0.0,0.0,0.0
1739402987861,0.0,0.0,0.0
1739402987895,0.0,0.0,0.0
1739402987927,0.0,0.0,0.0
1739402987961,0.0,0.0,0.0
1739402987994,0.0,0.0,0.0
1739402988028,0.0,0.0,0.0
1739402988061,0.0,0.0,0.0
1739402988100,0.0,0.0,0.0
1739402988127,0.0,0.0,0.0
1739402988161,0.0,0.0,0.0
1739402988203,0.0,0.0,0.0
1739402988228,0.0,0.0,0.0
1739402988261,0.0,0.0,0.0
1739402988294,0.0,0.0,0.0
1739402988327,0.0,0.0,0.0
1739402988361,0.0,0.0,0.0
1739402988394,0.0,0.0,0.0
1739402988427,0.0,0.0,0.0
1739402988461,0.0,0.0,0.0
1739402988494,0.0,0.0,0.0
1739402988533,0.0,0.0,0.0
1739402988561,0.0,0.0,0.0
1739402988595,0.0,0.0,0.0
1739402988631,0.0,0.0,0.0
1739402988661,0.0,0.0,0.0
1739402988694,0.0,0.0,0.0
1739402988728,0.0,0.0,0.0
1739402988761,0.0,0.0,0.0
1739402988794,0.0,0.0,0.0
1739402988827,0.0,0.0,0.0
1739402988861,0.0,0.0,0.0
1739402988894,0.0,0.0,0.0
1739402988928,0.0,0.0,0.0
1739402988967,0.0,0.0,0.0
1739402988994,0.0,0.0,0.0
1739402989027,0.0,0.0,0.0
1739402989063,0.0,0.0,0.0
1739402989094,0.0,0.0,0.0
1739402989128,0.0,0.0,0.0
1739402989161,0.0,0.0,0.0
1739402989199,0.0,0.0,0.0
1739402989228,0.0,0.0,0.0
1739402989261,0.0,0.0,0.0
1739402989294,0.0,0.0,0.0
1739402989329,0.0,0.0,0.0
1739402989361,0.0,0.0,0.0
1739402989394,0.0,0.0,0.0
1739402989427,0.0,0.0,0.0
1739402989463,0.0,0.0,0.0
1739402989495,0.0,0.0,0.0
1739402989528,0.0,0.0,0.0
1739402989562,0.0,0.0,0.0
1739402989594,0.0,0.0,0.0
1739402989627,0.0,0.0,0.0
1739402989661,0.0,0.0,0.0
1739402989694,0.0,0.0,0.0
1739402989727,0.0,0.0,0.0
1739402989762,0.0,0.0,0.0
1739402989802,0.0,0.0,0.0
1739402989827,0.0,0.0,0.0
1739402989861,0.0,0.0,0.0
1739402989894,0.0,0.0,0.0
1739402989932,0.0,0.0,0.0
1739402989963,0.0,0.0,0.0
1739402989994,0.0,0.0,0.0
1739402990027,0.0,0.0,0.0
1739402990062,0.0,0.0,0.0
1739402990094,0.0,0.0,0.0
1739402990127,0.0,0.0,0.0
1739402990161,0.0,0.0,0.0
1739402990197,0.0,0.0,0.0
1739402990231,0.0,0.0,0.0
1739402990261,0.0,0.0,0.0
1739402990295,0.0,0.0,0.0
1739402990328,0.0,0.0,0.0
1739402990366,0.0,0.0,0.0
1739402990394,0.0,0.0,0.0
1739402990428,0.0,0.0,0.0
1739402990466,0.0,0.0,0.0
1739402990494,0.0,0.0,0.0
1739402990529,0.0,0.0,0.0
1739402990561,0.0,0.0,0.0
1739402990594,0.0,0.0,0.0
1739402990628,0.0,0.0,0.0
1739402990664,0.0,0.0,0.0
1739402990696,0.0,0.0,0.0
1739402990730,0.0,0.0,0.0
1739402990762,0.0,0.0,0.0
1739402990795,0.0,0.0,0.0
1739402990830,0.0,0.0,0.0
1739402990861,0.0,0.0,0.0
1739402990894,0.0,0.0,0.0
1739402990927,0.0,0.0,0.0
1739402990963,0.0,0.0,0.0
1739402990994,0.0,0.0,0.0
1739402991027,0.0,0.0,0.0
1739402991061,0.0,0.0,0.0
1739402991094,0.0,0.0,0.0
1739402991130,0.0,0.0,0.0
1739402991163,0.0,0.0,0.0
1739402991199,0.0,0.0,0.0
1739402991227,0.0,0.0,0.0
1739402991261,0.0,0.0,0.0
1739402991294,0.0,0.0,0.0
1739402991341,0.0,0.0,0.0
1739402991363,0.0,0.0,0.0
1739402991394,0.0,0.0,0.0
1739402991427,0.0,0.0,0.0
1739402991461,0.0,0.0,0.0
1739402991494,0.0,0.0,0.0
1739402991527,0.0,0.0,0.0
1739402991564,0.0,0.0,0.0
1739402991594,0.0,0.0,0.0
1739402991627,0.0,0.0,0.0
1739402991662,0.0,0.0,0.0
1739402991696,0.0,0.0,0.0
1739402991734,0.0,0.0,0.0
1739402991761,0.0,0.0,0.0
1739402991794,0.0,0.0,0.0
1739402991828,0.0,0.0,0.0
1739402991863,0.0,0.0,0.0
